"stock.code","name","date","time","open","high","low","close","volumw","turover","match_items","interest"
"600000.SH","浦发银行",20100212,151500000,82191,82816,81900,82524,29682512,587217260,2524,0
"600000.SH","浦发银行",20100222,151500000,82191,82733,81566,81983,33430729,659002500,2346,0
"600000.SH","浦发银行",20100223,151500000,81858,81858,80192,81191,30570947,593524960,2330,0
"600000.SH","浦发银行",20100224,151500000,80608,81983,80150,81900,38978358,758532890,2412,0
"600000.SH","浦发银行",20100225,151500000,82275,86649,82275,86399,194475975,3998875320,2754,0
"600000.SH","浦发银行",20100226,151500000,86399,86399,86399,86399,0,0,0,0
"600000.SH","浦发银行",20100301,151500000,86399,86399,86399,86399,0,0,0,0
"600000.SH","浦发银行",20100302,151500000,86399,86399,86399,86399,0,0,0,0
"600000.SH","浦发银行",20100303,151500000,86399,86399,86399,86399,0,0,0,0
"600000.SH","浦发银行",20100304,151500000,86399,86399,86399,86399,0,0,0,0
"600000.SH","浦发银行",20100305,151500000,86399,86399,86399,86399,0,0,0,0
"600000.SH","浦发银行",20100308,151500000,86399,86399,86399,86399,0,0,0,0
"600000.SH","浦发银行",20100309,151500000,86399,86399,86399,86399,0,0,0,0
"600000.SH","浦发银行",20100310,151500000,86399,86399,86399,86399,0,0,0,0
"600000.SH","浦发银行",20100311,151500000,87482,90814,87065,88732,230271759,4943091130,2797,0
"600000.SH","浦发银行",20100312,151500000,88815,89648,87565,87648,74911752,1595763940,2754,0
"600000.SH","浦发银行",20100315,151500000,87482,88107,85732,86149,58127318,1208927240,2712,0
"600000.SH","浦发银行",20100316,151500000,85940,88315,85441,88273,56343015,1176059940,2639,0
"600000.SH","浦发银行",20100317,151500000,88440,90606,87274,90273,90740415,1945888210,2724,0
"600000.SH","浦发银行",20100318,151500000,90231,92522,89773,90398,88983821,1948256910,2741,0
"600000.SH","浦发银行",20100319,151500000,90898,91814,89565,90814,44756709,974278040,2673,0
"600000.SH","浦发银行",20100322,151500000,91023,93106,91023,92522,96636042,2147457180,2772,0
"600000.SH","浦发银行",20100323,151500000,92689,93439,91189,91648,62566261,1386852310,2762,0
"600000.SH","浦发银行",20100324,151500000,91856,93272,91648,91773,51092919,1134210260,2649,0
"600000.SH","浦发银行",20100325,151500000,91481,91481,89398,90023,52512296,1139337600,2692,0
"600000.SH","浦发银行",20100326,151500000,89648,93772,89648,92731,82497766,1834668500,1912,0
"600000.SH","浦发银行",20100329,151500000,93522,96313,92939,95730,139499328,3200058570,2796,0
"600000.SH","浦发银行",20100330,151500000,95730,95730,95730,95730,0,0,0,0
"600000.SH","浦发银行",20100331,151500000,96105,96188,94564,94897,54201365,1237976720,2765,0
"600000.SH","浦发银行",20100401,151500000,94855,96313,94355,95189,58179154,1330514480,2739,0
"600000.SH","浦发银行",20100402,151500000,95230,96230,94980,95439,40777535,934433170,2683,0
"600000.SH","浦发银行",20100406,151500000,96022,97396,95439,95772,53809591,1243972010,2718,0
"600000.SH","浦发银行",20100407,151500000,95813,96147,93897,94897,50601633,1150564450,2703,0
"600000.SH","浦发银行",20100408,151500000,93731,95688,93731,94064,46876305,1063340620,2711,0
"600000.SH","浦发银行",20100409,151500000,94147,95897,94105,95563,38392741,876658010,2634,0
"600000.SH","浦发银行",20100412,151500000,95813,96022,92522,93439,57895624,1306221420,2738,0
"600000.SH","浦发银行",20100413,151500000,93314,96313,92689,95938,84063856,1920139740,2745,0
"600000.SH","浦发银行",20100414,151500000,96313,96313,94814,95314,38865502,889428480,2648,0
"600000.SH","浦发银行",20100415,151500000,95647,95730,93689,94855,42311790,961485300,2664,0
"600000.SH","浦发银行",20100416,151500000,94439,94480,91731,91898,54964770,1223884910,2731,0
"600000.SH","浦发银行",20100419,151500000,90356,90356,85357,85649,123269959,2578443260,2781,0
"600000.SH","浦发银行",20100420,151500000,85607,86232,83316,85566,63866293,1299015750,2762,0
"600000.SH","浦发银行",20100421,151500000,85232,87024,84524,86899,55737608,1148975010,2751,0
"600000.SH","浦发银行",20100422,151500000,86190,86190,83649,84107,69600677,1410303090,2747,0
"600000.SH","浦发银行",20100423,151500000,84149,86857,83108,84941,83772876,1704941910,2747,0
"600000.SH","浦发银行",20100426,151500000,85066,86607,84232,85232,46179483,949350080,2658,0
"600000.SH","浦发银行",20100427,151500000,84399,84816,82399,83774,57834285,1160690570,2744,0
"600000.SH","浦发银行",20100428,151500000,83774,83774,83774,83774,0,0,0,0
"600000.SH","浦发银行",20100429,151500000,84357,85815,83982,84107,54096309,1103099380,2664,0
"600000.SH","浦发银行",20100430,151500000,84566,85940,83982,85774,52265741,1070286770,2746,0
"600000.SH","浦发银行",20100504,151500000,84232,85690,82899,84107,46170463,933963130,2618,0
"600000.SH","浦发银行",20100505,151500000,83108,84774,81941,84607,54733838,1092883250,2711,0
"600000.SH","浦发银行",20100506,151500000,83733,83733,79150,79317,74669511,1455622740,2732,0
"600000.SH","浦发银行",20100507,151500000,77734,79483,76859,77276,61558279,1154038840,2688,0
"600000.SH","浦发银行",20100510,151500000,77984,79775,77067,79067,45360001,855166070,2676,0
"600000.SH","浦发银行",20100511,151500000,80983,81316,77067,78109,59396296,1134347410,2672,0
"600000.SH","浦发银行",20100512,151500000,76942,80150,76776,79942,81130496,1535265020,2622,0
"600000.SH","浦发银行",20100513,151500000,79567,83149,79150,82108,78035578,1526868690,2744,0
"600000.SH","浦发银行",20100514,151500000,81275,81816,80108,80816,38321249,744352290,2598,0
"600000.SH","浦发银行",20100517,151500000,79858,79858,77484,77734,43804793,822883410,2638,0
"600000.SH","浦发银行",20100518,151500000,78025,81233,77984,80608,62168559,1190275860,2628,0
"600000.SH","浦发银行",20100519,151500000,79817,81941,79150,80233,40046627,774847520,2573,0
"600000.SH","浦发银行",20100520,151500000,79567,81025,78275,78775,38877427,740314160,2591,0
"600000.SH","浦发银行",20100521,151500000,76984,80400,76651,80108,40777827,771270520,2587,0
"600000.SH","浦发银行",20100524,151500000,80733,83316,80733,82233,61911238,1221387590,2715,0
"600000.SH","浦发银行",20100525,151500000,81650,81900,79108,79733,52506336,1010824720,2724,0
"600000.SH","浦发银行",20100526,151500000,80025,80733,78900,79608,25592461,489097250,2474,0
"600000.SH","浦发银行",20100527,151500000,79483,80483,78317,80442,31281232,598110760,2494,0
"600000.SH","浦发银行",20100528,151500000,81316,81650,79275,79692,32337600,623966140,2580,0
"600000.SH","浦发银行",20100531,151500000,78734,79608,77067,77234,51779891,972373570,2609,0
"600000.SH","浦发银行",20100601,151500000,76942,78025,76234,76734,41838832,771511540,2626,0
"600000.SH","浦发银行",20100602,151500000,76567,76984,75276,76651,31485389,575726760,2481,0
"600000.SH","浦发银行",20100603,151500000,77026,77484,75651,75817,41470018,761913860,2559,0
"600000.SH","浦发银行",20100604,151500000,75526,76151,75193,75693,28804637,522316730,19970,0
"600000.SH","浦发银行",20100607,151500000,74568,75193,73276,73485,47409887,842961730,2649,0
"600000.SH","浦发银行",20100608,151500000,73693,74193,71568,72485,40051743,701941330,2709,0
"600000.SH","浦发银行",20100609,151500000,72860,77234,71527,77067,93220918,1677856550,2749,0
"600000.SH","浦发银行",20100610,151500000,74775,76412,74557,74775,52437769,725462720,2694,0
"600000.SH","浦发银行",20100611,151500000,75157,77340,74829,75430,63179327,880845070,2710,0
"600000.SH","浦发银行",20100617,151500000,75921,77122,75157,75594,47895735,667865280,2575,0
"600000.SH","浦发银行",20100618,151500000,75648,77504,75211,75866,65781891,922043290,2721,0
"600000.SH","浦发银行",20100621,151500000,76412,79905,75594,79032,98921549,1418075360,2459,0
"600000.SH","浦发银行",20100622,151500000,78705,80069,78377,79087,43036535,623676500,2394,0
"600000.SH","浦发银行",20100623,151500000,78595,79305,76903,77777,39150500,558300830,2569,0
"600000.SH","浦发银行",20100624,151500000,77558,79141,76631,78268,34387096,492785960,2392,0
"600000.SH","浦发银行",20100625,151500000,77777,79032,77504,78595,32535651,467122590,2470,0
"600000.SH","浦发银行",20100628,151500000,78595,79960,77613,78759,48930056,708587790,2599,0
"600000.SH","浦发银行",20100629,151500000,78868,79141,74993,75102,65494721,921508600,2711,0
"600000.SH","浦发银行",20100630,151500000,74720,75648,73792,74229,34558958,473254410,2367,0
"600000.SH","浦发银行",20100701,151500000,74011,75321,73574,73683,32989253,448251010,2320,0
"600000.SH","浦发银行",20100702,151500000,73956,74666,71718,74611,44785293,602308770,2236,0
"600000.SH","浦发银行",20100705,151500000,73410,75048,72100,73847,35989580,485101360,2364,0
"600000.SH","浦发银行",20100706,151500000,73902,75594,73410,75484,50169905,685881940,2401,0
"600000.SH","浦发银行",20100707,151500000,74993,75484,74229,75102,33977340,465516550,2184,0
"600000.SH","浦发银行",20100708,151500000,75757,76740,74939,75266,45101784,626025800,2060,0
"600000.SH","浦发银行",20100709,151500000,75375,79087,74720,77668,76856389,1085618750,2513,0
"600000.SH","浦发银行",20100712,151500000,77668,80015,77231,78759,58299174,841572620,2671,0
"600000.SH","浦发银行",20100713,151500000,77558,78432,76740,77340,44913760,636641740,2563,0
"600000.SH","浦发银行",20100714,151500000,77613,79905,77613,78650,60363343,871449960,2584,0
"600000.SH","浦发银行",20100715,151500000,78650,79796,76794,76958,47460309,678620870,2538,0
"600000.SH","浦发银行",20100716,151500000,76412,77668,75866,77231,40892325,573948190,2340,0
"600000.SH","浦发银行",20100719,151500000,76794,79851,76303,79305,65708689,947603760,2541,0
"600000.SH","浦发银行",20100720,151500000,79633,81652,79141,79960,79072757,1165343100,2650,0
"600000.SH","浦发银行",20100721,151500000,80124,80397,79196,79960,44902488,656426770,2520,0
"600000.SH","浦发银行",20100722,151500000,79633,81052,79087,80779,56509381,833413440,2561,0
"600000.SH","浦发银行",20100723,151500000,80779,82689,80397,81434,76799211,1145633840,2623,0
"600000.SH","浦发银行",20100726,151500000,81434,81870,80560,81270,40369550,599720850,2472,0
"600000.SH","浦发银行",20100727,151500000,80833,80833,79469,79742,52103320,763431980,2583,0
"600000.SH","浦发银行",20100728,151500000,80233,82634,79578,82252,85532236,1277292880,2640,0
"600000.SH","浦发银行",20100729,151500000,82416,83071,81434,82307,69649439,1049605490,2586,0
"600000.SH","浦发银行",20100730,151500000,81870,82143,81106,81761,33083139,494243440,2412,0
"600000.SH","浦发银行",20100802,151500000,81379,83508,81161,83508,65421012,992064190,2505,0
"600000.SH","浦发银行",20100803,151500000,83562,83726,81325,81379,62854668,950090550,29355,0
"600000.SH","浦发银行",20100804,151500000,81325,81488,79360,80724,75269997,1107946620,33748,0
"600000.SH","浦发银行",20100805,151500000,80506,80506,78705,79305,64461099,939332420,35761,0
"600000.SH","浦发银行",20100806,151500000,79141,80451,78050,80178,63904291,927585920,32005,0
"600000.SH","浦发银行",20100809,151500000,79960,80779,79141,79687,65817780,961880750,30759,0
"600000.SH","浦发银行",20100810,151500000,79796,80178,76576,76794,70934886,1019389640,44521,0
"600000.SH","浦发银行",20100811,151500000,76685,77995,76467,77067,40185978,567503570,22355,0
"600000.SH","浦发银行",20100812,151500000,76303,77067,75430,75812,52092833,725912630,29824,0
"600000.SH","浦发银行",20100813,151500000,76030,76521,74775,76358,65122982,902877090,28847,0
"600000.SH","浦发银行",20100816,151500000,75921,78486,75594,78050,70298086,995317240,33943,0
"600000.SH","浦发银行",20100817,151500000,78104,78978,77395,78650,58280094,834705790,28014,0
"600000.SH","浦发银行",20100818,151500000,78705,79633,77777,78050,72467574,1043450940,30793,0
"600000.SH","浦发银行",20100819,151500000,78050,79469,77122,78868,88905564,1278554850,36499,0
"600000.SH","浦发银行",20100820,151500000,78050,79414,77286,77449,62482199,896280040,28948,0
"600000.SH","浦发银行",20100823,151500000,77504,79578,77504,78268,57525198,829524090,25238,0
"600000.SH","浦发银行",20100824,151500000,78159,79360,77231,78486,48256463,694908870,20954,0
"600000.SH","浦发银行",20100825,151500000,77995,78213,76303,76576,49499195,699447220,27169,0
"600000.SH","浦发银行",20100826,151500000,77286,77449,76030,76249,29704170,416241560,15325,0
"600000.SH","浦发银行",20100827,151500000,76358,77122,75757,76303,35648958,498344600,15758,0
"600000.SH","浦发银行",20100830,151500000,76740,77504,76249,76958,52065218,733619300,22183,0
"600000.SH","浦发银行",20100831,151500000,76631,77122,75976,76358,51313006,718625400,22455,0
"600000.SH","浦发银行",20100901,151500000,76794,78268,75266,76358,90479283,1270601400,43245,0
"600000.SH","浦发银行",20100902,151500000,77941,77941,76139,76794,67694138,952725720,28450,0
"600000.SH","浦发银行",20100903,151500000,76794,76794,75484,76139,61894269,860281570,31437,0
"600000.SH","浦发银行",20100906,151500000,76467,77831,75757,77668,104581943,1478452480,42129,0
"600000.SH","浦发银行",20100907,151500000,77777,78268,76685,77286,58235840,825884770,24911,0
"600000.SH","浦发银行",20100908,151500000,76685,76794,75321,75812,86168491,1196825830,46879,0
"600000.SH","浦发银行",20100909,151500000,75812,75866,73410,73902,111465647,1518435840,65291,0
"600000.SH","浦发银行",20100910,151500000,73956,74284,72592,73738,53410553,718666800,31477,0
"600000.SH","浦发银行",20100913,151500000,73410,74502,72592,73629,72412342,973891180,36672,0
"600000.SH","浦发银行",20100914,151500000,74120,74611,73192,73683,61653853,837069860,26514,0
"600000.SH","浦发银行",20100915,151500000,73847,73847,72592,72755,44861148,598976940,27368,0
"600000.SH","浦发银行",20100916,151500000,72592,72592,70408,71063,73439103,962141560,42515,0
"600000.SH","浦发银行",20100917,151500000,71445,71664,70408,70736,43280633,561810740,24986,0
"600000.SH","浦发银行",20100921,151500000,70954,71500,70245,70627,33671474,435800780,18011,0
"600000.SH","浦发银行",20100927,151500000,70954,71063,70354,70572,43203690,558528360,20207,0
"600000.SH","浦发银行",20100928,151500000,70518,70518,68607,68662,63988129,812414100,35046,0
"600000.SH","浦发银行",20100929,151500000,66588,69262,66151,68171,79916494,997197200,29889,0
"600000.SH","浦发银行",20100930,151500000,67516,70900,67243,70736,76420556,979547220,33082,0
"600000.SH","浦发银行",20101008,151500000,71445,73519,70190,72919,99243331,1315643030,44511,0
"600000.SH","浦发银行",20101011,151500000,72974,76685,72919,75812,168240264,2318100810,65858,0
"600000.SH","浦发银行",20101012,151500000,75484,76303,74775,76194,108929191,1510044990,39899,0
"600000.SH","浦发银行",20101013,151500000,76249,79087,75757,78814,211717370,3007557040,71940,0
"600000.SH","浦发银行",20101014,151500000,79196,81870,78268,78541,219500516,3224287040,86786,0
"600000.SH","浦发银行",20101015,151500000,78159,83453,77995,83235,282011075,4209289590,108620,0
"600000.SH","浦发银行",20101018,151500000,85145,87055,83017,83781,267097716,4152881180,84238,0
"600000.SH","浦发银行",20101019,151500000,83781,84054,81870,83835,144202185,2190463390,50771,0
"600000.SH","浦发银行",20101020,151500000,83126,85964,82416,83344,185767858,2865243840,69259,0
"600000.SH","浦发银行",20101021,151500000,83344,83453,79414,80178,150426073,2232984800,65076,0
"600000.SH","浦发银行",20101022,151500000,79905,80451,78486,79414,109896506,1596056500,43050,0
"600000.SH","浦发银行",20101025,151500000,79578,81597,77722,80342,143474639,2098193310,56753,0
"600000.SH","浦发银行",20101026,151500000,80560,81707,78595,79796,107789175,1582273770,51969,0
"600000.SH","浦发银行",20101027,151500000,79469,81761,78541,78759,121544448,1780283740,53114,0
"600000.SH","浦发银行",20101028,151500000,78759,80233,77886,79523,99319456,1438269020,38154,0
"600000.SH","浦发银行",20101029,151500000,80124,80124,78050,79032,97225797,1407668550,41451,0
"600000.SH","浦发银行",20101101,151500000,79196,80451,78978,79960,116241177,1695574760,48032,0
"600000.SH","浦发银行",20101102,151500000,79960,80670,77886,79141,137575640,1996966950,65766,0
"600000.SH","浦发银行",20101103,151500000,79141,81761,78377,80178,192927706,2844550990,77550,0
"600000.SH","浦发银行",20101104,151500000,80506,80942,79141,80233,159439685,2340672410,58237,0
"600000.SH","浦发银行",20101105,151500000,81106,81543,79578,80342,148253623,2178617060,57890,0
"600000.SH","浦发银行",20101108,151500000,80670,82525,80451,81379,158999856,2373788720,67300,0
"600000.SH","浦发银行",20101109,151500000,81597,81870,78595,79196,168692580,2472861550,81972,0
"600000.SH","浦发银行",20101110,151500000,78868,78868,76303,77067,185659480,2623791390,103006,0
"600000.SH","浦发银行",20101111,151500000,77013,78868,76685,77722,140741160,1997773590,71388,0
"600000.SH","浦发银行",20101112,151500000,77176,77176,72919,73028,162468793,2234619160,97759,0
"600000.SH","浦发银行",20101115,151500000,73410,74174,71828,73847,102330904,1361157800,53344,0
"600000.SH","浦发银行",20101116,151500000,73137,73192,70790,71118,101346354,1333616450,57117,0
"600000.SH","浦发银行",20101117,151500000,70518,72919,70136,71664,88936367,1168116290,44596,0
"600000.SH","浦发银行",20101118,151500000,72319,72646,71227,71991,51868061,683851030,27322,0
"600000.SH","浦发银行",20101119,151500000,72264,72373,70190,71609,80225581,1047077140,41433,0
"600000.SH","浦发银行",20101122,151500000,70408,71118,69863,70245,81871304,1055428700,44845,0
"600000.SH","浦发银行",20101123,151500000,70026,70026,68334,69098,82534428,1044622800,40723,0
"600000.SH","浦发银行",20101124,151500000,69044,70518,68989,69808,59380317,759674940,29420,0
"600000.SH","浦发银行",20101125,151500000,70408,71336,69262,70954,85551206,1103140780,43122,0
"600000.SH","浦发银行",20101126,151500000,71445,72046,70463,71173,72170185,941692410,40793,0
"600000.SH","浦发银行",20101129,151500000,70790,71227,70081,70736,44456207,574483820,24411,0
"600000.SH","浦发银行",20101130,151500000,70518,70845,68389,69262,70465506,896825460,39516,0
"600000.SH","浦发银行",20101201,151500000,69098,69972,68880,69535,31699307,403667340,16944,0
"600000.SH","浦发银行",20101202,151500000,70681,70790,69590,69808,46735608,601006320,24347,0
"600000.SH","浦发银行",20101203,151500000,69917,70354,69481,69972,33562275,430350130,16186,0
"600000.SH","浦发银行",20101206,151500000,70245,71609,69917,71227,67233922,873902630,33786,0
"600000.SH","浦发银行",20101207,151500000,70954,71555,70245,71282,50371023,653787560,22606,0
"600000.SH","浦发银行",20101208,151500000,71173,71336,70245,70463,46375216,600882760,19581,0
"600000.SH","浦发银行",20101209,151500000,70136,70190,69208,69317,50052445,638381470,23562,0
"600000.SH","浦发银行",20101210,151500000,68989,70136,68935,69753,33921914,431884190,15897,0
"600000.SH","浦发银行",20101213,151500000,70026,71118,69481,70954,83881971,1078465170,36485,0
"600000.SH","浦发银行",20101214,151500000,70954,71445,70299,70681,54829480,711605410,23883,0
"600000.SH","浦发银行",20101215,151500000,70736,71336,70463,70627,72040472,935727290,27468,0
"600000.SH","浦发银行",20101216,151500000,70572,70627,69481,69808,60753484,779685330,27652,0
"600000.SH","浦发银行",20101217,151500000,69753,69753,69098,69426,57386953,728978370,26990,0
"600000.SH","浦发银行",20101220,151500000,69535,69590,67188,67843,91831797,1147808490,56539,0
"600000.SH","浦发银行",20101221,151500000,67952,70245,67406,69808,97255977,1230271060,37795,0
"600000.SH","浦发银行",20101222,151500000,69753,70136,68225,68444,58037506,734623640,28298,0
"600000.SH","浦发银行",20101223,151500000,68607,71009,68116,69317,85513637,1090345540,37808,0
"600000.SH","浦发银行",20101224,151500000,68771,70245,68389,69535,61330576,782233350,28364,0
"600000.SH","浦发银行",20101227,151500000,70463,70845,68116,68280,62916617,800835210,33223,0
"600000.SH","浦发银行",20101228,151500000,68225,69208,67461,67570,50643978,634014680,26294,0
"600000.SH","浦发银行",20101229,151500000,67789,68280,67134,67625,43781538,541086510,21052,0
"600000.SH","浦发银行",20101230,151500000,67679,68061,66533,67188,49486273,609301300,24081,0
"600000.SH","浦发银行",20101231,151500000,67297,67679,66861,67625,70100841,863181170,28883,0
"600000.SH","浦发银行",20110104,151500000,67789,69208,67134,68826,104301454,1307174900,34779,0
"600000.SH","浦发银行",20110105,151500000,69317,70463,68935,69371,107014161,1367751450,44811,0
"600000.SH","浦发银行",20110106,151500000,69481,70354,68771,69153,63954083,814451680,27315,0
"600000.SH","浦发银行",20110107,151500000,69262,73738,68662,72210,278797594,3673752810,109555,0
"600000.SH","浦发银行",20110110,151500000,71555,72810,70572,71336,128007500,1679801970,46891,0
"600000.SH","浦发银行",20110111,151500000,70954,73247,70954,73137,114502560,1518387980,53090,0
"600000.SH","浦发银行",20110112,151500000,73356,73683,72100,73629,103066730,1380549760,40692,0
"600000.SH","浦发银行",20110113,151500000,73629,73956,72755,72810,55412160,743119670,23451,0
"600000.SH","浦发银行",20110114,151500000,72537,72537,71336,71718,58900525,775149720,24758,0
"600000.SH","浦发银行",20110117,151500000,70790,71500,67734,68826,85126256,1090522980,35904,0
"600000.SH","浦发银行",20110118,151500000,68607,69753,68334,69262,39880973,505302330,17035,0
"600000.SH","浦发银行",20110119,151500000,69317,70026,68662,69972,39144999,497010140,17085,0
"600000.SH","浦发银行",20110120,151500000,69699,69917,68061,68116,45362809,571579150,21100,0
"600000.SH","浦发银行",20110121,151500000,68171,71937,68116,69590,69001299,884042050,28504,0
"600000.SH","浦发银行",20110124,151500000,69426,70136,68826,69535,40025944,509605610,16890,0
"600000.SH","浦发银行",20110125,151500000,69590,70681,69153,70245,49402537,634358540,19577,0
"600000.SH","浦发银行",20110126,151500000,70408,70572,69972,70299,32488433,418118020,12618,0
"600000.SH","浦发银行",20110127,151500000,69590,70245,68280,70026,69649478,885350180,24717,0
"600000.SH","浦发银行",20110128,151500000,69699,70081,68716,69262,53000399,672289550,22118,0
"600000.SH","浦发银行",20110131,151500000,69317,69753,68771,69426,52767631,669997040,16911,0
"600000.SH","浦发银行",20110201,151500000,69481,69699,69044,69644,41824771,532086950,13325,0
"600000.SH","浦发银行",20110209,151500000,69371,70026,68716,68935,50344812,640373680,17586,0
"600000.SH","浦发银行",20110210,151500000,68826,69808,68607,69699,47401671,601093800,17491,0
"600000.SH","浦发银行",20110211,151500000,69590,69753,68935,69590,86524659,1097943950,26671,0
"600000.SH","浦发银行",20110214,151500000,69481,72046,69426,71718,155522887,2025335180,56576,0
"600000.SH","浦发银行",20110215,151500000,71773,72046,70954,71118,111743067,1462480070,42427,0
"600000.SH","浦发银行",20110216,151500000,70845,71063,70299,70736,108130990,1399038860,36646,0
"600000.SH","浦发银行",20110217,151500000,71173,72100,70845,71391,107896347,1410869140,40529,0
"600000.SH","浦发银行",20110218,151500000,71173,71937,70463,71173,68116200,887867060,25830,0
"600000.SH","浦发银行",20110221,151500000,70572,71063,70190,71009,76184521,985182770,30487,0
"600000.SH","浦发银行",20110222,151500000,70900,70900,68771,69044,93354989,1190287240,44838,0
"600000.SH","浦发银行",20110223,151500000,68880,69481,68280,68826,66811755,842434330,31439,0
"600000.SH","浦发银行",20110224,151500000,68771,68826,68116,68771,97281919,1219329450,34919,0
"600000.SH","浦发银行",20110225,151500000,68716,69644,68334,69044,61226468,773953710,26465,0
"600000.SH","浦发银行",20110228,151500000,69044,69535,68498,69371,50718950,642186200,23214,0
"600000.SH","浦发银行",20110301,151500000,69481,71009,69481,70681,128630210,1658382900,47761,0
"600000.SH","浦发银行",20110302,151500000,70299,72810,70026,71937,198210460,2605382470,68609,0
"600000.SH","浦发银行",20110303,151500000,71937,75266,71937,73410,263696326,3550340420,98964,0
"600000.SH","浦发银行",20110304,151500000,73083,74174,72755,74011,120797971,1626377340,42542,0
"600000.SH","浦发银行",20110307,151500000,74120,75430,73519,74284,121331696,1655653030,45226,0
"600000.SH","浦发银行",20110308,151500000,74174,75430,73902,74393,95174193,1301033090,31887,0
"600000.SH","浦发银行",20110309,151500000,74666,75266,74120,74284,75569415,1034222210,28633,0
"600000.SH","浦发银行",20110310,151500000,74065,74065,72100,72264,94145605,1256351010,34604,0
"600000.SH","浦发银行",20110311,151500000,72155,72537,71063,71500,64682922,851985610,26954,0
"600000.SH","浦发银行",20110314,151500000,71445,72100,71336,71609,44064900,578145210,17654,0
"600000.SH","浦发银行",20110315,151500000,71391,71391,69535,70463,92725768,1193536410,35714,0
"600000.SH","浦发银行",20110316,151500000,70354,71391,69972,71009,62901816,814119990,22542,0
"600000.SH","浦发银行",20110317,151500000,70299,70790,69917,70190,46829496,602924310,19274,0
"600000.SH","浦发银行",20110318,151500000,70681,71118,70136,70408,43770807,566212760,16610,0
"600000.SH","浦发银行",20110321,151500000,70408,71227,70190,70627,46708141,604983290,16103,0
"600000.SH","浦发银行",20110322,151500000,70845,72646,70026,71937,70018764,919015980,28824,0
"600000.SH","浦发银行",20110323,151500000,71773,73028,71555,72482,56238253,746472070,23738,0
"600000.SH","浦发银行",20110324,151500000,72592,73028,71609,71937,39629180,523824420,16503,0
"600000.SH","浦发银行",20110325,151500000,72100,74065,72100,73137,83143551,1116145970,37445,0
"600000.SH","浦发银行",20110328,151500000,73956,74829,73192,73356,89692561,1219766900,36564,0
"600000.SH","浦发银行",20110329,151500000,73519,75594,73465,74338,116597369,1593941060,47939,0
"600000.SH","浦发银行",20110330,151500000,74939,76412,74502,75594,171723152,2380731240,52593,0
"600000.SH","浦发银行",20110331,151500000,75594,75866,73738,74338,78290829,1072999140,28473,0
"600000.SH","浦发银行",20110401,151500000,74229,77340,74229,77176,139484638,1947168590,60411,0
"600000.SH","浦发银行",20110406,151500000,77231,79687,77231,79633,191242695,2768155350,70930,0
"600000.SH","浦发银行",20110407,151500000,79578,80233,78978,79414,98951023,1443643900,39621,0
"600000.SH","浦发银行",20110408,151500000,79305,80233,78541,79250,68431749,995248750,27212,0
"600000.SH","浦发银行",20110411,151500000,79469,81325,79087,79305,120906813,1775882540,42402,0
"600000.SH","浦发银行",20110412,151500000,79087,80069,77995,78759,87681115,1271603490,30733,0
"600000.SH","浦发银行",20110413,151500000,78268,82143,78213,81816,114475526,1677223730,44764,0
"600000.SH","浦发银行",20110414,151500000,82307,83289,81434,81652,126396923,1907393190,40642,0
"600000.SH","浦发银行",20110415,151500000,81325,82689,80779,82307,72972838,1095421270,27861,0
"600000.SH","浦发银行",20110418,151500000,81925,82962,81325,81870,79681035,1200582150,28311,0
"600000.SH","浦发银行",20110419,151500000,81052,81870,79469,79523,85498252,1261580040,33504,0
"600000.SH","浦发银行",20110420,151500000,79687,80779,78650,79196,60869160,887371130,20765,0
"600000.SH","浦发银行",20110421,151500000,79851,80779,79087,79414,56955897,832686410,18452,0
"600000.SH","浦发银行",20110422,151500000,79414,79960,78486,78868,47599632,690125800,16188,0
"600000.SH","浦发银行",20110425,151500000,79523,80397,78595,79360,75979221,1108066450,21372,0
"600000.SH","浦发银行",20110426,151500000,79578,80560,79141,80506,84160008,1234241150,21683,0
"600000.SH","浦发银行",20110427,151500000,80942,81816,78868,79796,97470766,1439938960,25240,0
"600000.SH","浦发银行",20110429,151500000,80233,80451,76412,77941,101688583,1452649690,31524,0
"600000.SH","浦发银行",20110503,151500000,77722,78650,77067,77995,47035506,673472600,15856,0
"600000.SH","浦发银行",20110504,151500000,77504,78432,74993,75484,81001236,1132838500,26580,0
"600000.SH","浦发银行",20110505,151500000,75048,76358,74393,75757,46974559,650093900,14767,0
"600000.SH","浦发银行",20110506,151500000,74884,76249,74557,75430,36757391,508740030,12100,0
"600000.SH","浦发银行",20110509,151500000,75321,76249,74775,75102,30554676,422490260,11220,0
"600000.SH","浦发银行",20110510,151500000,75321,76358,74829,76249,36795361,511163670,12233,0
"600000.SH","浦发银行",20110511,151500000,76249,76685,75375,75757,27344003,380898280,10986,0
"600000.SH","浦发银行",20110512,151500000,75375,76085,74447,74502,37059483,511077950,15076,0
"600000.SH","浦发银行",20110513,151500000,74666,75484,73629,75484,52149614,712045060,18109,0
"600000.SH","浦发银行",20110516,151500000,75048,75921,74666,74720,37488832,517163710,11503,0
"600000.SH","浦发银行",20110517,151500000,74775,76412,74338,75921,48282261,669260980,16464,0
"600000.SH","浦发银行",20110518,151500000,75812,77613,75539,77231,54624469,770723080,18872,0
"600000.SH","浦发银行",20110519,151500000,77395,78159,76958,77176,44471117,632129340,14327,0
